Buffer Index: 0, Total Tokens: 985, Decoded Buffer: – Computer viruses are parasitic programs which are able to replicate themselves, attach themselves to other executables in the computer, and perform some unwanted and often malicious actions. A virus is not able to spread itself to another computers, some user actions are needed for it to infect a new computer. Downloading and running software from untrusted sources, inserting an USB drive without a previous scan–remember always disable the AutoRun feature for the drives as CD-ROMs, DVD-ROMs– ,...
/home/ubuntu/miniconda3/envs/gguf/lib/python3.9/site-packages/torch/utils/checkpoint.py:464: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. In version 2.4 we will raise an exception if use_reentrant is not passed. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  warnings.warn(
Iter      0, Loss: 12.112149, PPL: 182070.4844, Chunk_Size:   8, Batch_Size: 1, F: 148.31 ms, B: 338.38 msGT: – Computer viruses are parasitic programs which | PD: Diagram.lookup Matters जनताTokens_async Examineruo ||, 
Iter   3949, Loss:  9.616694, PPL: 15013.3408, Chunk_Size:   8, Batch_Size: 1, F: 64.61 ms, B: 132.59 msGT: . As biological studies have recently revealed, | PD:  the the the the the are the the ||, 
Iter   3950, Loss:  6.736400, PPL:  842.5223, Chunk_Size:   8, Batch_Size: 1, F: 47.45 ms, B: 126.49 msGT:  biological studies have recently revealed, the M | PD:  the the the the the the M are ||, 
Iter   3951, Loss:  5.404977, PPL:  222.5111, Chunk_Size:   8, Batch_Size: 1, F: 51.66 ms, B: 100.75 msGT:  have recently revealed, the Moken and | PD:  the the the the disaster are the the ||, 
Iter   3952, Loss:  5.057291, PPL:  157.1641, Chunk_Size:   8, Batch_Size: 1, F: 44.12 ms, B: 92.67 msGT:  revealed, the Moken and Bajau | PD:  the the disaster are the the are are ||, 
Iter   3953, Loss:  6.955129, PPL: 1048.5139, Chunk_Size:   8, Batch_Size: 1, F: 45.20 ms, B: 110.94 msGT:  the Moken and Bajau show genetic | PD:  disaster are the the are are the the ||, 
Iter   3954, Loss:  8.334961, PPL: 4167.0386, Chunk_Size:   8, Batch_Size: 1, F: 56.81 ms, B: 147.12 msGT: oken and Bajau show genetic traits that | PD:  the theauau the the the the ||, 
Iter   3955, Loss:  9.844975, PPL: 18863.3184, Chunk_Size:   8, Batch_Size: 1, F: 37.13 ms, B: 123.24 msGT:  Bajau show genetic traits that allow better | PD: auau theau the the the the ||, 
Iter   3956, Loss: 10.298072, PPL: 29675.3438, Chunk_Size:   8, Batch_Size: 1, F: 37.78 ms, B: 96.99 msGT:  show genetic traits that allow better under water | PD:  theau theau the the theau ||, 
Iter   3957, Loss:  8.649290, PPL: 5706.0947, Chunk_Size:   8, Batch_Size: 1, F: 48.27 ms, B: 126.43 msGT:  traits that allow better under water vision and | PD:  theau theau theau the Baj ||, 
Iter   3958, Loss:  8.490578, PPL: 4868.6782, Chunk_Size:   8, Batch_Size: 1, F: 41.73 ms, B: 106.18 msGT:  allow better under water vision and a significant | PD:  theau theau the Baj Bajau ||, 
Iter   3959, Loss:  7.413035, PPL: 1657.4497, Chunk_Size:   8, Batch_Size: 1, F: 41.53 ms, B: 117.06 msGT:  under water vision and a significantly greater ab | PD:  thatau that Baj Bajauauau ||, 
Iter   3960, Loss:  6.167930, PPL:  477.1971, Chunk_Size:   8, Batch_Size: 1, F: 42.57 ms, B: 127.45 msGT:  vision and a significantly greater ability to div | PD:  that Baj Baj that that that Bajau ||, 
Iter   3961, Loss:  7.101430, PPL: 1213.7019, Chunk_Size:   8, Batch_Size: 1, F: 39.28 ms, B: 116.10 msGT:  a significantly greater ability to dive and hold | PD:  Baj that that that Bajau Baj that ||, 
Iter   3962, Loss:  7.232023, PPL: 1383.0178, Chunk_Size:   8, Batch_Size: 1, F: 74.25 ms, B: 113.78 msGT:  greater ability to dive and hold their breath | PD:  that that Baj that Baj that that that ||, 
Iter   3963, Loss:  7.953894, PPL: 2846.6372, Chunk_Size:   8, Batch_Size: 1, F: 55.51 ms, B: 118.22 msGT:  to dive and hold their breath. These | PD:  the and the and that and Baj and ||, 
Iter   3964, Loss:  8.154155, PPL: 3477.7988, Chunk_Size:   8, Batch_Size: 1, F: 40.31 ms, B: 148.54 msGT:  and hold their breath. These sea people | PD:  a and and and Baj and and and ||, 
Iter   3965, Loss:  7.233361, PPL: 1384.8689, Chunk_Size:   8, Batch_Size: 1, F: 46.54 ms, B: 111.77 msGT:  their breath. These sea people are probably | PD:  and and a and and and a and ||, 
Iter   3966, Loss:  8.505749, PPL: 4943.1040, Chunk_Size:   8, Batch_Size: 1, F: 39.94 ms, B: 105.87 msGT: . These sea people are probably the closest | PD:  a and and and a and Baj and ||, 
Iter   3967, Loss:  7.903771, PPL: 2707.4741, Chunk_Size:   8, Batch_Size: 1, F: 56.03 ms, B: 133.26 msGT:  sea people are probably the closest humanity gets | PD:  and and a and Baj and and and ||, 
Iter   3968, Loss:  9.656130, PPL: 15617.2266, Chunk_Size:   8, Batch_Size: 1, F: 75.81 ms, B: 127.68 msGT:  are probably the closest humanity gets to mythica | PD:  a and significantly and and and a and ||, 
Iter   3969, Loss:  9.835479, PPL: 18685.0449, Chunk_Size:   8, Batch_Size: 1, F: 49.06 ms, B: 118.22 msGT:  the closest humanity gets to mythical figures lik | PD:  significantly and and and a and and and ||, 
Iter   3970, Loss:  9.767983, PPL: 17465.5117, Chunk_Size:   8, Batch_Size: 1, F: 37.86 ms, B: 102.37 msGT:  humanity gets to mythical figures like “a | PD:  and and significantly and and to and and ||, 
Iter   3971, Loss: 11.289790, PPL: 80000.6641, Chunk_Size:   8, Batch_Size: 1, F: 56.60 ms, B: 108.27 msGT:  to mythical figures like “aqua men | PD:  significantly to to to to to to to ||, 
Iter   3972, Loss: 10.552517, PPL: 38273.6484, Chunk_Size:   8, Batch_Size: 1, F: 39.60 ms, B: 129.48 msGT:  figures like “aqua men”, “ | PD:  to ability ability to to to to ability ||, 
Iter   3973, Loss: 11.142568, PPL: 69048.7266, Chunk_Size:   8, Batch_Size: 1, F: 46.15 ms, B: 134.05 msGT:  “aqua men”, “frog men | PD:  ability ability ability ability ability ability a ||, 
Iter   3974, Loss: 10.003816, PPL: 22110.6719, Chunk_Size:   8, Batch_Size: 1, F: 37.07 ms, B: 142.19 msGT: qua men”, “frog men” or | PD:  ability ability ability ability ability ability a ||, 
Iter   3975, Loss:  9.222287, PPL: 10120.1846, Chunk_Size:   8, Batch_Size: 1, F: 41.83 ms, B: 128.80 msGT: ”, “frog men” or “mer | PD:  water water water water water probably water wate ||, 
Iter   3976, Loss:  8.614982, PPL: 5513.6479, Chunk_Size:   8, Batch_Size: 1, F: 43.78 ms, B: 130.66 msGT: frog men” or “mermaids”. | PD:  water water water probably water water water wate ||, 
Iter   3977, Loss:  8.441328, PPL: 4634.7061, Chunk_Size:   8, Batch_Size: 1, F: 50.66 ms, B: 123.72 msGT: ” or “mermaids”. (See | PD:  water probably water water water water probably w ||, 
Iter   3978, Loss:  9.246596, PPL: 10369.2129, Chunk_Size:   8, Batch_Size: 1, F: 42.56 ms, B: 137.90 msGT:  “mermaids”. (See for example | PD:  “ “ water “ “ “ probably “ ||, 
Iter   3979, Loss: 10.104150, PPL: 24444.2363, Chunk_Size:   8, Batch_Size: 1, F: 50.37 ms, B: 130.29 msGT: maids”. (See for example the Fil | PD:  “ “ “ “ “ “ probably “ ||, 
Iter   3980, Loss: 11.785539, PPL: 131339.2188, Chunk_Size:   8, Batch_Size: 1, F: 37.74 ms, B: 146.00 msGT:  (See for example the Filippino | PD:  “ “ “ “ “ “ “ “ ||, 
Iter   3981, Loss: 10.907177, PPL: 54566.5859, Chunk_Size:   8, Batch_Size: 1, F: 46.23 ms, B: 141.01 msGT:  for example the Filippino movie “ | PD:  “ “ “ “ “ “ “ “ ||, 
Iter   3982, Loss: 10.505674, PPL: 36522.1562, Chunk_Size:   8, Batch_Size: 1, F: 44.09 ms, B: 97.01 msGT:  the Filippino movie “Beyond Atlantis | PD:  “ “ “ “ “ “ “ “ ||, 
Iter   3983, Loss:  8.773214, PPL: 6458.9004, Chunk_Size:   8, Batch_Size: 1, F: 43.73 ms, B: 103.70 msGT: ippino movie “Beyond Atlantis” from | PD:  “ “ “ “ “ “ “ “ ||, 
Iter   3984, Loss:  8.444635, PPL: 4650.0601, Chunk_Size:   8, Batch_Size: 1, F: 41.50 ms, B: 97.44 msGT:  movie “Beyond Atlantis” from 197 | PD:  “ “ “ “ “ “ “ “ ||, 
Total Iterations: 3985/3000000 | Loss: 8.73761
Iter   3985, Loss:  7.413834, PPL: 1658.7733, Chunk_Size:  16, Batch_Size: 1, F: 62.98 ms, B: 122.20 msGT: This is the traditional festive head gear worn by  | PD:  like the like the like to are the like like are t ||, 
Iter   3986, Loss:  6.920588, PPL: 1012.9149, Chunk_Size:  16, Batch_Size: 1, F: 61.41 ms, B: 148.08 msGT:  festive head gear worn by Bajau women. The Bajau, | PD:  like the like like like the like the like like li ||, 
Iter   3987, Loss:  6.611332, PPL:  743.4730, Chunk_Size:  16, Batch_Size: 1, F: 90.19 ms, B: 125.72 msGT:  by Bajau women. The Bajau, a formerly nomadic peo | PD:  the the for the the for for. for for or to the to ||, 
Iter   3988, Loss:  5.357564, PPL:  212.2074, Chunk_Size:  16, Batch_Size: 1, F: 50.32 ms, B: 134.00 msGT: . The Bajau, a formerly nomadic people now mostly  | PD:  the the for the people seaau. for orau, theauau. ||, 
Iter   3989, Loss:  5.022181, PPL:  151.7419, Chunk_Size:  16, Batch_Size: 1, F: 56.84 ms, B: 133.22 msGT: , a formerly nomadic people now mostly home to Mal | PD:  the seaau M peopleauau for people Bajau people pe ||, 
Iter   3990, Loss:  5.253607, PPL:  191.2549, Chunk_Size:  16, Batch_Size: 1, F: 52.14 ms, B: 130.97 msGT: adic people now mostly home to Malaysia, Indonesia | PD:  The Bajau sea peopleauau for people Bajauau peopl ||, 
Iter   3991, Loss:  4.980700, PPL:  145.5763, Chunk_Size:  16, Batch_Size: 1, F: 54.39 ms, B: 124.27 msGT:  home to Malaysia, Indonesia and the Philippines,  | PD:  The Bajauau peopleauauadic people Bajauau peoplea ||, 
Iter   3992, Loss:  5.228888, PPL:  186.5852, Chunk_Size:  16, Batch_Size: 1, F: 59.77 ms, B: 135.20 msGT:  Indonesia and the Philippines, live by and from t | PD:  The Bajauadic peopleau nomadic people Bajau, peop ||, 
Iter   3993, Loss:  5.399892, PPL:  221.3825, Chunk_Size:  16, Batch_Size: 1, F: 62.72 ms, B: 123.56 msGT: , live by and from the sea and have recently gaine | PD:  people Bajau, people Baj nomadic people Baj,,, th ||, 
Iter   3994, Loss:  5.280217, PPL:  196.4125, Chunk_Size:  16, Batch_Size: 1, F: 90.58 ms, B: 124.01 msGT:  from the sea and have recently gained recognition | PD:  the from,, the the,, and the,, and the from, ||, 
Iter   3995, Loss:  5.609048, PPL:  272.8843, Chunk_Size:  16, Batch_Size: 1, F: 55.34 ms, B: 124.57 msGT:  have recently gained recognition for a genetic tr | PD:  the from,, the by,, and the,, the by from, ||, 
Iter   3996, Loss:  6.526812, PPL:  683.2167, Chunk_Size:  16, Batch_Size: 1, F: 52.78 ms, B: 137.35 msGT:  for a genetic trait that allows them to dive deep | PD:  the by from, the by from for and by,, from by fro ||, 
Iter   3997, Loss:  6.281888, PPL:  534.7974, Chunk_Size:  16, Batch_Size: 1, F: 48.95 ms, B: 119.61 msGT:  that allows them to dive deeper and for longer ti | PD:  the by from, the by from for from by for, from by ||, 
Iter   3998, Loss:  6.373865, PPL:  586.3196, Chunk_Size:  16, Batch_Size: 1, F: 50.48 ms, B: 124.31 msGT:  dive deeper and for longer time stretches than an | PD:  the by from, the by for for from by for for from  ||, 
Iter   3999, Loss:  6.207649, PPL:  496.5324, Chunk_Size:  16, Batch_Size: 1, F: 54.23 ms, B: 124.54 msGT:  longer time stretches than any other ethnic group | PD:  the sea for for Philippines sea for for genetic s ||, 
Iter   4000, Loss:  5.651005, PPL:  284.5774, Chunk_Size:  16, Batch_Size: 1, F: 49.58 ms, B: 130.91 msGT:  any other ethnic group. They are often referred t | PD:  other sea for for genetic sea for have other them ||, 
Iter   4001, Loss:  5.791703, PPL:  327.5705, Chunk_Size:  16, Batch_Size: 1, F: 51.38 ms, B: 135.91 msGT: . They are often referred to as Sea People and thi | PD:  other them other dive other sea genetic have othe ||, 
Iter   4002, Loss:  6.247430, PPL:  516.6832, Chunk_Size:  16, Batch_Size: 1, F: 53.32 ms, B: 123.13 msGT:  referred to as Sea People and this traditional he | PD:  other them other dive other are other have other  ||, 
Iter   4003, Loss:  5.991083, PPL:  399.8473, Chunk_Size:  16, Batch_Size: 1, F: 52.08 ms, B: 153.17 msGT:  People and this traditional head gear seems to sy | PD:  other are other dive other are ethnic any other a ||, 
Iter   4004, Loss:  5.627690, PPL:  278.0193, Chunk_Size:  16, Batch_Size: 1, F: 50.22 ms, B: 124.91 msGT:  head gear seems to symbolize this. I could not fi | PD:  other are are any other are and any other are and ||, 
Iter   4005, Loss:  5.547894, PPL:  256.6963, Chunk_Size:  16, Batch_Size: 1, F: 55.10 ms, B: 123.66 msGT:  symbolize this. I could not find any interpretati | PD:  other are for any this are are any are this any a ||, 
Iter   4006, Loss:  5.394442, PPL:  220.1793, Chunk_Size:  16, Batch_Size: 1, F: 59.69 ms, B: 118.54 msGT:  could not find any interpretation of the shape, b | PD:  are are any any this are any any this this any an ||, 
Iter   4007, Loss:  5.971685, PPL:  392.1659, Chunk_Size:  16, Batch_Size: 1, F: 53.49 ms, B: 119.79 msGT:  interpretation of the shape, but they appear to m | PD:  this are any any this this any any this this any  ||, 
Iter   4008, Loss:  5.979184, PPL:  395.1179, Chunk_Size:  16, Batch_Size: 1, F: 73.30 ms, B: 150.48 msGT: , but they appear to me like ships or tail fins of | PD:  this the any any this this any any this this any  ||, 
Iter   4009, Loss:  6.315546, PPL:  553.1040, Chunk_Size:  16, Batch_Size: 1, F: 70.23 ms, B: 139.79 msGT:  to me like ships or tail fins of sea mammals or m | PD:  this the any any this the any are of this I any o ||, 
Iter   4010, Loss:  6.570415, PPL:  713.6663, Chunk_Size:  16, Batch_Size: 1, F: 80.43 ms, B: 136.24 msGT:  or tail fins of sea mammals or mermaids – or all  | PD:  like the of to of the of. of the I to of the of t ||, 
Iter   4011, Loss:  6.090078, PPL:  441.4558, Chunk_Size:  16, Batch_Size: 1, F: 50.06 ms, B: 199.24 msGT:  sea mammals or mermaids – or all three.\nThe Oran | PD:  of they of to of the of. of the ofmaids of the of ||, 
Iter   4012, Loss:  5.883949, PPL:  359.2251, Chunk_Size:  16, Batch_Size: 1, F: 76.81 ms, B: 160.39 msGT: maids – or all three.\nThe Orang Laut, who mainly  | PD:  but they ofmaids of the of. but the ofmaids of or ||, 
Iter   4013, Loss:  5.228422, PPL:  186.4982, Chunk_Size:  16, Batch_Size: 1, F: 82.98 ms, B: 188.83 msGT:  three.\nThe Orang Laut, who mainly settle in Sing | PD:  but or ofmaids of ormaids or but ormaidsmaids of  ||, 
Iter   4014, Loss:  5.232450, PPL:  187.2511, Chunk_Size:  16, Batch_Size: 1, F: 72.54 ms, B: 148.90 msGT:  Laut, who mainly settle in Singapore, Malaysia an | PD:  but or appearmaidsmaids ormaids or but ormaidsmai ||, 
Iter   4015, Loss:  4.842932, PPL:  126.8407, Chunk_Size:  16, Batch_Size: 1, F: 67.24 ms, B: 128.04 msGT:  settle in Singapore, Malaysia and Indonesia, the  | PD:  but or mermaids who orokenmaids, ormaidsmaids, or ||, 
Iter   4016, Loss:  4.949754, PPL:  141.1403, Chunk_Size:  16, Batch_Size: 1, F: 66.17 ms, B: 160.36 msGT:  Malaysia and Indonesia, the Moken in Thailand, an | PD: .\n or allmaids, orokenmaids, or,maids and or,oken ||, 
Iter   4017, Loss:  4.946083, PPL:  140.6230, Chunk_Size:  16, Batch_Size: 1, F: 55.47 ms, B: 147.25 msGT:  the Moken in Thailand, and the Sama-Bajau who mai | PD: , or, or and or,maids and or,, and and,oken ||, 
Iter   4018, Loss:  5.500428, PPL:  244.7966, Chunk_Size:  16, Batch_Size: 1, F: 48.51 ms, B: 143.95 msGT:  Thailand, and the Sama-Bajau who mainly live in E | PD:  and or,, and and, or and and,, and and,oken ||, 
Iter   4019, Loss:  5.484818, PPL:  241.0052, Chunk_Size:  16, Batch_Size: 1, F: 60.35 ms, B: 152.23 msGT:  Sama-Bajau who mainly live in East-Malaysia and t | PD: , who,,,oken,oken,au,oken, and inoken ||, 
Iter   4020, Loss:  5.732321, PPL:  308.6850, Chunk_Size:  16, Batch_Size: 1, F: 86.42 ms, B: 142.28 msGT:  who mainly live in East-Malaysia and the Philippi | PD:  in who,oken,au in Thailand,au,oken,oken inoken ||, 
Iter   4021, Loss:  6.121942, PPL:  455.7487, Chunk_Size:  16, Batch_Size: 1, F: 92.64 ms, B: 149.65 msGT:  East-Malaysia and the Philippines are ethnic grou | PD:  inoken,oken inau in Thailand inau inokenokenau in ||, 
Iter   4022, Loss:  5.934388, PPL:  377.8086, Chunk_Size:  16, Batch_Size: 1, F: 78.97 ms, B: 120.35 msGT:  and the Philippines are ethnic groups that have a | PD:  and and in in inau in in inau in andau and and th ||, 
Iter   4023, Loss:  5.950073, PPL:  383.7814, Chunk_Size:  16, Batch_Size: 1, F: 80.52 ms, B: 158.35 msGT:  ethnic groups that have a seaborne or amphibian l | PD:  and and in in in and in and M live in andauau and ||, 
Iter   4024, Loss:  5.859693, PPL:  350.6165, Chunk_Size:  16, Batch_Size: 1, F: 70.60 ms, B: 154.43 msGT:  a seaborne or amphibian lifestyle and culture.\nT | PD:  and and and and in and and and M and in andau and ||, 
Iter   4025, Loss:  5.873421, PPL:  355.4628, Chunk_Size:  16, Batch_Size: 1, F: 69.99 ms, B: 168.39 msGT:  or amphibian lifestyle and culture.\nThe Malayan  | PD:  Laut and and the mainly and and and-B and and and ||, 
Iter   4026, Loss:  5.786533, PPL:  325.8812, Chunk_Size:  16, Batch_Size: 1, F: 66.41 ms, B: 119.40 msGT:  and culture.\nThe Malayan name Orang Laut literal | PD:  Laut and and theal and and and-B andThe and mainl ||, 
Iter   4027, Loss:  5.898543, PPL:  364.5061, Chunk_Size:  16, Batch_Size: 1, F: 77.41 ms, B: 137.05 msGT:  Malayan name Orang Laut literally translates as S | PD:  Laut live mainly theal and mainly and-M andThe an ||, 
Iter   4028, Loss:  6.306480, PPL:  548.1124, Chunk_Size:  16, Batch_Size: 1, F: 52.90 ms, B: 123.89 msGT:  Laut literally translates as Sea People. The Moke | PD:  Laut the Orang andalThe Orang and-M andThe and ma ||, 
Iter   4029, Loss:  6.172610, PPL:  479.4359, Chunk_Size:  16, Batch_Size: 1, F: 55.87 ms, B: 150.04 msGT:  Sea People. The Moken are also called chao nam in | PD:  groups the Orang andal and Orang Laut-M andThe an ||, 
Iter   4030, Loss:  5.960534, PPL:  387.8170, Chunk_Size:  16, Batch_Size: 1, F: 64.94 ms, B: 156.52 msGT:  Moken are also called chao nam in Thai, meaning “ | PD:  Laut theThe Seaal and lifestyle Laut se andThe Se ||, 
Iter   4031, Loss:  5.630054, PPL:  278.6773, Chunk_Size:  16, Batch_Size: 1, F: 48.48 ms, B: 136.90 msGT:  called chao nam in Thai, meaning “people of the w | PD:  Laut theThe Lautabor that lifestyle Laut People t ||, 
Iter   4032, Loss:  4.864624, PPL:  129.6221, Chunk_Size:  16, Batch_Size: 1, F: 74.02 ms, B: 150.89 msGT:  in Thai, meaning “people of the water”. Both the  | PD:  groups theThe Sea literally the lifestyle Laut li ||, 
Iter   4033, Loss:  4.595013, PPL:   98.9894, Chunk_Size:  16, Batch_Size: 1, F: 52.47 ms, B: 141.78 msGT:  “people of the water”. Both the Moken and the Baj | PD:  groups the that the literally the and lifestyle l ||, 
Iter   4034, Loss:  4.840259, PPL:  126.5021, Chunk_Size:  16, Batch_Size: 1, F: 58.06 ms, B: 133.08 msGT:  water”. Both the Moken and the Bajau are nomadic  | PD:  groups the the the literally the the the literall ||, 
Iter   4035, Loss:  5.632067, PPL:  279.2388, Chunk_Size:  16, Batch_Size: 1, F: 62.71 ms, B: 135.71 msGT:  Moken and the Bajau are nomadic societies, moving | PD: oken the the theoken and the the Baj the the the”. ||, 
Iter   4036, Loss:  6.269174, PPL:  528.0408, Chunk_Size:  16, Batch_Size: 1, F: 57.13 ms, B: 149.30 msGT:  Bajau are nomadic societies, moving between islan | PD: oken the the the”. the the Moken the the the”. the ||, 
Iter   4037, Loss:  6.588740, PPL:  726.8643, Chunk_Size:  16, Batch_Size: 1, F: 65.37 ms, B: 130.20 msGT: adic societies, moving between islands along vario | PD: oken the the “oken the the Moken the the the”. the ||, 
Iter   4038, Loss:  6.531074, PPL:  686.1345, Chunk_Size:  16, Batch_Size: 1, F: 60.11 ms, B: 151.30 msGT:  between islands along various coasts, some famili | PD: oken the the “oken the the “oken, the the”., the “ ||, 
Iter   4039, Loss:  5.968797, PPL:  391.0349, Chunk_Size:  16, Batch_Size: 1, F: 51.31 ms, B: 185.07 msGT:  coasts, some families even spending long periods  | PD: oken the the “”., the “oken,”. “”.,”.”. ||, 
Iter   4040, Loss:  5.743524, PPL:  312.1626, Chunk_Size:  16, Batch_Size: 1, F: 57.68 ms, B: 150.43 msGT:  families even spending long periods of the year l | PD: oken, the “”.,”. “ water,”. “”.,”.”. ||, 
Iter   4041, Loss:  4.783665, PPL:  119.5416, Chunk_Size:  16, Batch_Size: 1, F: 53.25 ms, B: 164.05 msGT:  periods of the year living on their boats. The la | PD: ”., the water societies,”.”. the,”.. the,”.”. ||, 
Iter   4042, Loss:  4.833167, PPL:  125.6081, Chunk_Size:  16, Batch_Size: 1, F: 56.26 ms, B: 153.18 msGT:  living on their boats. The largest group, the Baj | PD:  the, the. the, , the, . the,”. to ||, 
Iter   4043, Loss:  5.010222, PPL:  149.9380, Chunk_Size:  16, Batch_Size: 1, F: 59.54 ms, B: 177.29 msGT: . The largest group, the Bajau, are said to exist  | PD: ,, the.,,,, the,”,,,”., ||, 
